ItemName,StockLevel,Cost,ReimbursementPotential,ExpirationDate
Cholestyramine/Aspartame,3084378,1.59,5197878.06,8/22/2028
Syrge-Ndl Ins 0.3 Ml Half Mark,3087092,0.27,880543.48,9/26/2028
Syrge-Ndl Ins 0.3 Ml Half Mark,3087092,0.27,880543.48,9/27/2028
Fentanyl,3087919,8.5,27827157.76,8/10/2028
Eluxadoline,3093117,19.19,62920983.11,7/29/2028
Eluxadoline,3093117,19.19,62920983.11,7/30/2028
Potassium Chloride,3096713,0.56,1833336.66,1/27/2028
Fluconazole,3099173,2.4,7869744.07,4/21/2028
Syring-Needl Disp Insul 0.3 Ml,3104164,0.27,894927.22,7/25/2028
Syring-Needl Disp Insul 0.3 Ml,3104164,0.27,894927.22,7/26/2028
Azilsartan Med/Chlorthalidone,3108075,6.03,19873168.47,9/9/2028
Azilsartan Med/Chlorthalidone,3108075,6.03,19873168.47,9/10/2028
Ampicillin Sod/Sulbactam Sod,3112993,1.86,6130385.03,1/30/2028
Oxcarbazepine,3116326,9.76,32233904.95,2/13/2028
Oxcarbazepine,3116326,9.76,32233904.95,2/14/2028
Pen Needle  Diabetic,3118960,0.47,1568548.79,4/24/2028
Pen Needle  Diabetic,3118960,0.47,1568548.79,4/25/2028
Hyoscyamine Sulfate,3131745,0.5,1662550.71,5/9/2028
Valsartan/Hydrochlorothiazide,3132277,0.5,1659197.38,2/13/2028
Fluocinolone/Shower Cap,3134133,0.96,3192692.43,2/25/2028
Fenofibrate Nanocrystallized,3140665,1.18,3930850.73,9/30/2028
Tretinoin,3154921,3.49,11670651.32,6/22/2028
Metronidazole,3157434,1.31,4373905.19,8/5/2028
Penicillin V Potassium,3160852,0.24,808931.47,12/29/2028
Captopril,3161843,1.15,3847681.6,11/22/2028
Acamprosate Calcium,3171030,0.96,3225717.22,11/19/2028
Ciprofloxacin HCl,3174900,0.34,1128827.65,5/12/2028
Fenofibrate Micronized,3185938,1.26,4257695.12,9/9/2028
Ondansetron HCl,3193364,0.43,1466958.38,5/28/2028
Diclofenac Sodium,3196000,0.75,2538741.35,5/4/2028
Lorazepam,3197652,0.12,402263.56,9/18/2028
Meropenem,3198600,0.81,2762374.52,9/12/2028
Celecoxib,3203007,1.59,5406832.03,2/1/2028
Metformin HCl,3205240,1.39,4733907.33,10/27/2028
Metformin HCl,3205240,1.39,4733907.33,10/28/2028
Telmisartan/Hydrochlorothiazid,3206160,2.22,7549418.11,10/26/2028
Clindamycin Palmitate HCl,3214921,0.35,1202192.68,2/16/2028
Modafinil,3215955,3.74,12750604.64,2/1/2028
Buprenorphine HCl,3215967,1.6,5462125.28,8/12/2028
Levetiracetam,3221737,0.37,1261235.22,9/9/2028
Betamethasone Valerate,3225114,0.85,2915034.33,4/25/2028
Minocycline HCl,3225771,0.59,2032485.78,3/31/2028
Nystatin/Triamcinolone Acet,3227004,2.3,7883340.54,1/11/2029
Mercaptopurine,3231179,2.22,7618896.95,9/18/2028
Cevimeline HCl,3233983,1.94,6638448.47,12/4/2028
Olmesartan/Amlodipin/HCThiazid,3237102,3.26,11178388.9,9/28/2028
Oxycodone HCl,3248276,0.62,2150281.17,10/10/2028
Haloperidol Lactate,3248964,1.71,5893404.62,3/11/2028
Tolterodine Tartrate,3255631,3.92,13518386.32,12/3/2028
Dutasteride,3257717,1.04,3580003.72,11/25/2028
Nystatin,3268787,0.54,1887374.36,1/22/2028
Niacin,3274169,2.45,8491750.88,10/20/2028
Niacin,3274169,2.45,8491750.88,10/21/2028
Ezetimibe,3281464,11.14,38738056.78,7/10/2028
Ezetimibe,3281464,11.14,38738056.78,7/12/2028
Buprenorphine HCl/Naloxone HCl,3286292,4.36,15196685.32,7/28/2028
Droxidopa,3288267,56.03,195291672.6,5/24/2028
Droxidopa,3288267,56.03,195291672.6,5/25/2028
Oxycodone HCl/Acetaminophen,3290620,0.46,1609099.85,9/5/2028
Fluoride (Sodium),3302575,0.11,398457.2,3/2/2028
Fluoride (Sodium),3302575,0.11,398457.2,3/3/2028
Betamethasone/Propylene Glyc,3322546,0.49,1738533.12,5/16/2028
Aripiprazole,3334223,5.42,19169581.26,9/21/2028
Brimonidine Tartrate,3336576,1.74,6171029.62,11/25/2028
Tramadol HCl,3343106,2.55,9030543.9,9/7/2028
Buprenorphine HCl/Naloxone HCl,3343570,4.49,15914450.45,7/23/2028
Irbesartan/Hydrochlorothiazide,3346005,0.49,1722809.01,5/17/2028
Sumatriptan Succinate,3352230,1.56,5559247.23,8/23/2028
Amoxicillin/Potassium Clav,3357092,0.58,2070405.91,3/3/2028
Lopinavir/Ritonavir,3374033,8.62,30835141.62,12/4/2028
Lopinavir/Ritonavir,3374033,8.62,30835141.62,12/5/2028
Insulin NPh Hum/Reg Insulin Hm,3377235,27.11,97036253.33,11/20/2028
Insulin NPh Hum/Reg Insulin Hm,3377235,27.11,97036253.33,11/21/2028
Meloxicam,3383035,0.13,461070.89,11/26/2028
Ropinirole HCl,3386568,2.91,10441928.41,7/27/2028
Calcipotriene,3387591,3.64,13053811.92,2/26/2028
Amlodipine Besylate/Benazepril,3388948,0.46,1642029.36,4/29/2028
Butalb/Acetaminophen/Caffeine,3394963,1.56,5609790.43,4/8/2028
Ipratropium Bromide,3396419,0.14,502205.79,6/14/2028
Benztropine Mesylate,3401803,0.21,756208.23,6/22/2028
Moexipril HCl,3403653,0.87,3144691.68,1/27/2028
Eszopiclone,3404396,1.1,3965996.16,7/8/2028
Prasugrel HCl,3405948,4.55,16412088.24,11/24/2028
Memantine HCl,3408516,0.94,3404526.1,11/3/2028
Diclofenac Sodium,3414849,2.75,9937795.06,4/16/2028
Vancomycin HCl,3419464,1.62,5876729.99,1/10/2029
Lisinopril/Hydrochlorothiazide,3424796,0.1,345565.04,12/19/2028
Amlodipine Besylate,3425892,6.95,25250054.21,5/15/2028
Amlodipine Besylate,3425892,6.95,25250054.21,5/16/2028
Fluocinonide,3427377,6.8,24704284.55,1/29/2028
Tizanidine HCl,3430849,1.62,5887124.13,2/13/2028
Lidocaine,3434010,1.79,6526148.17,5/7/2028
Bethanechol Chloride,3436505,0.63,2311213.74,3/28/2028
Brinzolamide/Brimonidine Tart,3438971,19.06,69477893.67,9/28/2028
Brinzolamide/Brimonidine Tart,3438971,19.06,69477893.67,9/29/2028
Tafluprost/PF,3440333,6.2,22597045.83,6/11/2028
Tafluprost/PF,3440333,6.2,22597045.83,6/12/2028
Dapsone,3446688,1.99,7258606.21,6/29/2028
Dapagliflozin/Metformin HCl,3449366,11.01,40239922.96,11/14/2028
Dapagliflozin/Metformin HCl,3449366,11.01,40239922.96,11/15/2028
Pantoprazole Sodium,3451671,14.76,53988067.87,11/19/2028
Pantoprazole Sodium,3451671,14.76,53988067.87,11/20/2028
Ipratropium Bromide,3454761,0.15,533694.04,6/9/2028
Ritonavir,3464927,5.73,21037728.58,9/18/2028
Ampicillin Trihydrate,3466371,0.41,1500168.08,1/31/2028
Ampicillin Trihydrate,3466371,0.41,1500168.08,2/1/2028
Levetiracetam,3467440,0.31,1143636.85,10/16/2028
Acetazolamide,3470475,1.68,6179659.28,10/8/2028
Enoxaparin Sodium,3471185,25.45,93630712.76,4/2/2028
Lisinopril,3471972,0.09,341042.8,1/7/2029
Rasagiline Mesylate,3473793,13.2,48618823.56,4/7/2028
Azilsartan Medoxomil,3474536,6.17,22737037.25,9/11/2028
Azilsartan Medoxomil,3474536,6.17,22737037.25,9/12/2028
Clindamycin Phosphate,3475614,0.51,1876185.52,1/14/2028
Dextroamphetamine Sulfate,3481506,2.45,9055662.27,9/4/2028
Betamethasone/Propylene Glyc,3491284,0.73,2690272.21,5/15/2028
Amlodipine/Valsartan/HCThiazid,3493071,2.47,9162244.43,4/1/2028
Carbidopa/Levodopa,3498263,0.72,2661124.02,9/22/2028
Amlodipine Besylate/Valsartan,3507225,1.05,3910514.59,4/7/2028
Emtricitab/Rilpiviri/Tenof Ala,3515757,90.25,336348812.8,12/2/2028
Emtricitab/Rilpiviri/Tenof Ala,3515757,90.25,336348812.8,12/3/2028
Cefazolin Sodium,3519081,1.15,4273289.81,5/31/2028
Efavirenz/Emtricit/Tenofovr Df,3519797,92.2,343981094.8,3/31/2028
Efavirenz/Emtricit/Tenofovr Df,3519797,92.2,343981094.8,4/1/2028
Budesonide,3522199,7.81,29176150.18,10/6/2028
Zaleplon,3527728,0.71,2664498.21,9/10/2028
Carbidopa/Levodopa/Entacapone,3530143,2.29,8580201.41,9/14/2028
Tofacitinib Citrate,3536335,68.77,257779694,12/17/2028
Tofacitinib Citrate,3536335,68.77,257779694,12/18/2028
Valacyclovir HCl,3537970,1,3755416.23,4/30/2028
Ciclopirox,3540037,0.65,2436488.81,8/3/2028
Liraglutide,3549582,94.04,353824589.8,7/25/2028
Liraglutide,3549582,94.04,353824589.8,7/26/2028
Amantadine HCl,3550589,0.99,3709280.66,8/17/2028
Fenofibric Acid (Choline),3560991,2.39,9036882.57,8/22/2028
Clotrimazole,3569498,0.91,3425020.74,6/24/2028
Thyroid Pork,3572579,0.67,2531529.09,6/30/2028
Thyroid Pork,3572579,0.67,2531529.09,7/1/2028
Torsemide,3572783,0.22,848432.19,10/22/2028
Quetiapine Fumarate,3578772,3.49,13247832.4,8/9/2028
Dorzolamide HCl,3581463,1.98,7525242.32,7/6/2028
Metoprolol/Hydrochlorothiazide,3583433,0.98,3715390.65,8/29/2028
Cilostazol,3584920,0.25,946814.46,7/17/2028
Naltrexone HCl,3590275,1.25,4738965.43,4/19/2028
Fenofibrate Micronized,3592487,1.29,4926232.11,9/11/2028
Nitrofurantoin Macrocrystal,3600996,1.24,4743666.09,8/18/2028
Minocycline HCl,3601140,0.58,2217782.09,4/4/2028
Sildenafil Citrate,3602639,2.29,8740372.14,10/24/2028
Rabeprazole Sodium,3607475,1.18,4527730.02,6/17/2028
Piroxicam,3615941,1.28,4911737.34,5/7/2028
Entacapone,3621894,2,7685745.88,3/14/2028
Trospium Chloride,3624013,1.16,4459289.47,1/4/2029
Bethanechol Chloride,3625706,0.79,3033562.52,3/29/2028
Candesartan/Hydrochlorothiazid,3627836,2.7,10377518.04,12/11/2028
Promethazine HCl,3628302,0.23,876934.69,2/2/2028
Trospium Chloride,3633201,4.15,15996554.58,12/25/2028
Zafirlukast,3635042,1.47,5657696.13,9/13/2028
Alclometasone Dipropionate,3642481,1.33,5142292.38,2/2/2028
Ibuprofen,3648709,0.04,156920.3,3/31/2028
Rabeprazole Sodium,3653045,1.16,4473891.07,6/16/2028
Aliskiren Hemifumarate,3654518,6.98,27044431.11,11/19/2028
Aliskiren Hemifumarate,3654518,6.98,27044431.11,11/20/2028
Guanfacine HCl,3658585,0.24,925585.58,6/3/2028
Entacapone,3664363,2.12,8215733.86,3/16/2028
Cefadroxil,3667481,0.48,1883219.12,6/3/2028
Vancomycin HCl,3671563,9.42,36662976.9,1/8/2029
Anastrozole,3673344,0.31,1195648.17,12/22/2028
Prasugrel HCl,3676216,5.14,20010692.61,11/21/2028
Ciclopirox,3676510,1.35,5254406.43,8/8/2028
Lamivudine,3679402,3.69,14404628.44,5/19/2028
Trifluoperazine HCl,3686079,1.08,4229386.17,2/28/2028
Ethambutol HCl,3697100,0.95,3708690.94,6/20/2028
Dextroamphetamine/Amphetamine,3699731,3.1,12172742.45,8/29/2028
Immun Glob G(IgG)/Gly/IgA 0-50,3707411,15.88,62412962.49,2/8/2028
Immun Glob G(IgG)/Gly/IgA 0-50,3707411,15.88,62412962.49,2/9/2028
Neomycin/Polymyxin B/Dexametha,3720207,3.54,13953891.38,12/27/2028
Olmesartan/Hydrochlorothiazide,3721487,1.26,4982520.84,9/24/2028
Metronidazole,3721639,2.3,9091534.73,8/2/2028
Glycopyrrolate,3729636,0.47,1847851.72,7/19/2028
Fluconazole,3733196,2.41,9521838.13,4/16/2028
Divalproex Sodium,3735842,4.9,19386983.6,2/27/2028
Divalproex Sodium,3735842,4.9,19386983.6,2/28/2028
Budesonide,3739442,8.12,32188728.3,10/1/2028
Anagrelide HCl,3741922,2.7,10728288.38,1/6/2029
Oxycodone HCl,3745180,0.57,2248090.56,9/23/2028
Levalbuterol HCl,3745930,0.83,3310045.96,11/15/2028
Levofloxacin,3746075,1.36,5403308.18,7/24/2028
Dulaglutide,3746155,363.21,1442262992,11/29/2028
Dulaglutide,3746155,363.21,1442262992,11/30/2028
Gemfibrozil,3751022,0.11,436686.02,12/10/2028
Bromocriptine Mesylate,3754343,3.29,13106184.49,11/4/2028
Syringe-Needle Insulin 0.5 Ml,3754355,0.21,850307.28,10/13/2028
Syringe-Needle Insulin 0.5 Ml,3754355,0.21,850307.28,10/14/2028
Piperacillin Sodium/Tazobactam,3758920,1.02,4064320.31,5/27/2028
Valsartan,3762207,0.56,2231736.57,3/2/2028
Fenofibrate Micronized,3763521,1.31,5220159.99,9/4/2028
Losartan/Hydrochlorothiazide,3766955,0.21,854851.49,8/1/2028
Diclofenac Sodium,3781171,0.79,3155415.67,5/7/2028
Progesterone  Micronized,3790292,1.36,5446431.81,3/12/2028
Ezetimibe/Simvastatin,3812831,4.09,16523344.56,2/7/2028
Hydroxyzine HCl,3833848,0.3,1235380.4,5/29/2028
Labetalol HCl,3839352,0.42,1689101.95,7/11/2028
Azathioprine,3839821,0.58,2357932.34,1/8/2029
Acetazolamide,3845924,1.76,7159931.97,10/7/2028
Amlodipine Besylate/Valsartan,3850232,1.02,4170227.23,4/4/2028
Orphenadrine Citrate,3851453,0.55,2252639.81,3/11/2028
Parenteral Amino Acid 10% No.7,3858000,0.1,390727.81,8/3/2028
Parenteral Amino Acid 10% No.7,3858000,0.1,390727.81,8/4/2028
Omeprazole/Sodium Bicarbonate,3869134,43.5,178385514.6,7/29/2028
Ziprasidone HCl,3872093,1.45,5941641.36,6/3/2028
Gentamicin Sulfate,3886418,2.33,9588818.26,11/13/2028
Clorazepate Dipotassium,3897528,1.83,7547670.43,7/1/2028
Tadalafil,3897887,68.3,282186316.3,5/21/2028
Tadalafil,3897887,68.3,282186316.3,5/22/2028
Metronidazole/Sodium Chloride,3901060,0.02,83510.75,8/21/2028
Carbidopa/Levodopa/Entacapone,3903284,2.18,9037283.66,9/17/2028
Ibuprofen,3903835,0.04,164115.87,3/28/2028
Methazolamide,3920039,4.39,18241946.61,4/15/2028
Hydroxychloroquine Sulfate,3926797,1.06,4422395.6,6/25/2028
Anastrozole,3929319,0.34,1418850.07,12/27/2028
Phenytoin,3937801,0.11,462926.12,8/29/2028
Nintedanib Esylate,3939491,157,655626975.2,11/28/2028
Nintedanib Esylate,3939491,157,655626975.2,11/29/2028
Mometasone Furoate,3942283,6.88,28767951.48,1/14/2028
Amantadine HCl,3943892,1.22,5105332.72,8/15/2028
Immune Globul G/Gly/IgA Avg 46,3962890,12.95,54380552,2/10/2028
Immune Globul G/Gly/IgA Avg 46,3962890,12.95,54380552,2/11/2028
Sevelamer HCl,3963246,6.99,29360262.76,2/6/2028
Sevelamer HCl,3963246,6.99,29360262.76,2/7/2028
Clopidogrel Bisulfate,3972944,0.2,860909.76,7/20/2028
Alendronate Sodium,3974939,1.32,5555725.97,12/5/2028
Olmesartan Medoxomil,3993916,0.98,4128267.17,10/7/2028
Misoprostol,3997733,0.86,3648079.77,2/24/2028
Imipramine HCl,4004094,0.26,1085711.91,1/19/2028
Hydroxychloroquine Sulfate,4011397,1.28,5421857.5,7/4/2028
Dantrolene Sodium,4015558,1,4261990.73,6/30/2028
Loxapine Succinate,4023038,0.75,3178867.81,6/19/2028
Sumatriptan Succinate,4031137,1.48,6334730.76,8/9/2028
Amiloride HCl,4035657,0.23,981063.56,6/29/2028
Metformin HCl,4048620,10.42,44712634.13,6/29/2028
Pimavanserin Tartrate,4048740,53.83,231037927.7,3/8/2028
Pimavanserin Tartrate,4048740,53.83,231037927.7,3/9/2028
Diltiazem HCl,4050544,2.25,9652841.91,12/17/2028
Diltiazem HCl,4050544,2.25,9652841.91,12/18/2028
Alendronate Sodium,4054726,0.62,2666570.8,12/3/2028
Calcium Acetate,4059498,0.38,1629859.26,1/8/2029
Rotigotine,4059523,21.71,93414900.9,11/29/2028
Rotigotine,4059523,21.71,93414900.9,11/30/2028
Montelukast Sodium,4071256,0.31,1317734.4,12/2/2028
Repaglinide,4081099,0.48,2065232.98,1/24/2028
Cefuroxime Axetil,4085877,1.57,6794091.25,2/22/2028
Gabapentin,4089797,6.77,29356168.34,11/27/2028
Gabapentin,4089797,6.77,29356168.34,11/28/2028
Betamethasone/Propylene Glyc,4094125,2.13,9242189.68,5/17/2028
Eszopiclone,4096914,1.27,5532527.52,7/3/2028
Topiramate,4103106,14.32,62294107.07,11/22/2028
Topiramate,4103106,14.32,62294107.07,11/23/2028
Insulin Lispro Protamin/Lispro,4104192,28.9,125736676.9,12/18/2028
Insulin Lispro Protamin/Lispro,4104192,28.9,125736676.9,12/19/2028
Fenofibrate Micronized,4106653,1.34,5813898.75,9/6/2028
Ofloxacin,4110433,2.75,11994414.25,11/17/2028
Progesterone  Micronized,4111242,1.13,4941146.47,3/9/2028
Valganciclovir HCl,4121956,25.79,112688301.1,4/13/2028
Dorzolamide HCl,4146158,2.13,9382220.38,7/9/2028
Armodafinil,4151688,3.82,16825203.83,9/3/2028
Cefuroxime Axetil,4151867,1.64,7201936.48,2/23/2028
Clindamycin Phosphate,4156272,1.58,6958586.35,1/9/2029
Leflunomide,4161306,4.92,21701233.3,1/6/2029
Mycophenolate Sodium,4171515,4.43,19578301.45,8/2/2028
Mometasone Furoate,4178636,5.2,23052857.03,1/13/2028
Azathioprine,4179398,0.64,2825219.44,1/11/2029
Metolazone,4184330,1.55,6861953.96,10/21/2028
Fluocinonide,4194161,1.05,4668006.79,1/25/2028
Perphenazine,4195326,1.18,5244062.59,11/15/2028
Tobramycin Sulfate,4195975,2.43,10798158.66,1/18/2028
Methylprednisolone,4199034,0.62,2773749.06,12/4/2028
Econazole Nitrate,4200434,1.8,8000857.41,9/15/2028
Oxcarbazepine,4201885,0.59,2649075.72,12/5/2028
Bethanechol Chloride,4204520,0.72,3207297.9,3/27/2028
Nitrofurantoin Monohyd/M-Cryst,4206308,1.48,6609147.79,8/11/2028
Megestrol Acetate,4214935,0.35,1550814.27,12/18/2028
Felodipine,4218797,0.64,2881063.12,11/2/2028
Ziprasidone HCl,4221730,1.29,5756638.77,5/29/2028
Butalbit/Acetamin/Caff/Codeine,4223157,1.79,8014831.7,5/10/2028
Repaglinide,4223448,0.41,1848705.48,1/23/2028
Perphenazine,4224720,1.31,5873468.4,11/12/2028
Dextroamphetamine/Amphetamine,4226692,0.67,3005712.58,8/6/2028
Rasagiline Mesylate,4227780,12.71,56962091.1,4/13/2028
Simvastatin,4231722,0.12,523553.94,9/10/2028
Cimetidine,4236032,0.81,3629615.49,7/7/2028
Doxycycline Monohydrate,4236824,0.68,3049368.75,3/9/2028
Clobetasol Propionate,4240236,2.17,9752543.74,10/13/2028
Doxycycline Hyclate,4240934,0.44,1978484.07,4/3/2028
Dicyclomine HCl,4243973,0.13,585224.26,3/10/2028
Divalproex Sodium,4256480,4.97,22423103.98,2/25/2028
Divalproex Sodium,4256480,4.97,22423103.98,2/26/2028
Piperacillin-Tazo-Dextrose Iso,4262425,0.43,1963410.88,2/4/2028
Piperacillin-Tazo-Dextrose Iso,4262425,0.43,1963410.88,2/5/2028
Sulfamethoxazole/Trimethoprim,4267929,0.24,1100057.49,10/6/2028
Insulin Regular  Human,4271586,14.05,63634824.35,4/20/2028
Polymyxin B Sulf/Trimethoprim,4274231,0.91,4131305.86,4/4/2028
Rivastigmine Tartrate,4283483,1.5,6819493.11,9/1/2028
Selegiline HCl,4298540,1.31,5958666.62,2/9/2028
Selegiline HCl,4298540,1.31,5958666.62,2/13/2028
Meropenem,4300496,1.53,6962850.77,9/10/2028
Imatinib Mesylate,4304344,152.06,693796056.5,2/14/2028
Ritonavir,4311796,8.61,39337927.76,5/13/2028
Ritonavir,4311796,8.61,39337927.76,5/14/2028
Fluocinonide,4315595,1.36,6210318.76,1/27/2028
Triazolam,4318501,1.86,8532410.34,3/25/2028
Rivastigmine Tartrate,4321481,1.45,6640308.47,8/25/2028
Triazolam,4327499,1.86,8548278.18,3/28/2028
Carisoprodol,4328817,0.13,597714.49,8/11/2028
Bumetanide,4333436,0.85,3913255.59,9/11/2028
Fluoxetine HCl,4338260,0.09,405371.92,12/21/2028
Valsartan,4339528,7.99,36733038.47,11/28/2028
Valsartan,4339528,7.99,36733038.47,11/29/2028
Bupropion HCl,4339866,0.57,2629910.24,7/6/2028
Warfarin Sodium,4344659,0.33,1520337.44,2/7/2028
Acyclovir,4345323,0.12,554708.87,6/30/2028
Hydromorphone HCl,4346512,0.19,873067.98,7/10/2028
Carbidopa/Levodopa/Entacapone,4350137,2.29,10551316.68,9/16/2028
Promethazine HCl,4351113,0.21,960819.52,1/31/2028
Levetiracetam,4353786,0.1,479364.57,10/12/2028
Estradiol,4359890,0.17,773928.8,7/27/2028
Ruxolitinib Phosphate,4367126,211.81,980492093.3,2/5/2028
Ruxolitinib Phosphate,4367126,211.81,980492093.3,2/6/2028
Dipyridamole,4375872,0.64,2981646.07,10/27/2028
Topiramate,4376125,0.11,487569.05,11/17/2028
Amlodipine Besylate,4376899,0.14,670534.41,5/19/2028
Dipyridamole,4378664,0.64,2981987.29,10/31/2028
Eszopiclone,4381337,1.2,5557273.92,7/12/2028
Anagrelide HCl,4382882,2.74,12707898.84,1/7/2029
Nystatin,4389492,0.52,2406772.94,1/18/2028
Amlodipine Besylate/Benazepril,4391718,0.48,2215973.71,4/26/2028
Venlafaxine HCl,4418963,0.36,1692104.19,10/17/2028
Fenofibric Acid (Choline),4420727,2.75,12865274.71,8/30/2028
Ramelteon,4435319,12.83,60309382.17,6/9/2028
Ramelteon,4435319,12.83,60309382.17,6/10/2028
Ipratropium Bromide,4451010,28.21,133103420.1,3/20/2028
Ipratropium Bromide,4451010,28.21,133103420.1,3/21/2028
Cilostazol,4451076,0.25,1186616.78,7/19/2028
Hydrocortisone,4457524,0.39,1858314.35,8/2/2028
Hydrocortisone Butyrate,4478817,1.91,9081913.4,8/25/2028
Doxycycline Hyclate,4484097,1.22,5782196.9,4/16/2028
Syring-Needl Disp Insul 0.3 Ml,4490650,0.13,599457.41,9/23/2028
Propafenone HCl,4500440,5.04,24052447.18,12/24/2028
Montelukast Sodium,4505675,0.34,1601655.01,12/8/2028
Irbesartan/Hydrochlorothiazide,4507340,0.55,2643509.3,5/14/2028
Cariprazine HCl,4515682,40.95,195995654.1,3/18/2028
Cariprazine HCl,4515682,40.95,195995654.1,3/19/2028
Rivastigmine Tartrate,4525878,1.6,7690055.89,8/26/2028
Nitrofurantoin Monohyd/M-Cryst,4526807,1.56,7469156.27,8/6/2028
Diltiazem HCl,4528544,5.57,26754321.19,12/22/2028
Simvastatin,4528679,0.13,626010.87,9/20/2028
Carvedilol Phosphate,4537870,7.03,33818109.93,7/5/2028
Oxybutynin Chloride,4543584,0.04,171730.3,11/11/2028
Fluoxetine HCl,4562386,0.33,1618685.01,12/6/2028
Nefazodone HCl,4566968,1.86,8992577.1,1/17/2028
Nefazodone HCl,4566968,1.86,8992577.1,1/18/2028
Terconazole,4569166,1,4843971.48,8/18/2028
Mupirocin Calcium,4569317,9.02,43678042.26,9/2/2028
Mupirocin Calcium,4569317,9.02,43678042.26,9/5/2028
Bupropion HCl,4572317,0.41,1995141.66,6/21/2028
Dextroamphetamine/Amphetamine,4584252,3.22,15639424.96,8/21/2028
Venlafaxine HCl,4585398,6.02,29254411.77,10/18/2028
Olmesartan Medoxomil,4588695,1.16,5646646.63,10/14/2028
Metformin HCl,4594217,0.07,352737.49,5/23/2028
Phenobarbital,4598011,0.15,713143.15,10/10/2028
Syring-Needl Disp Insul 0.3 Ml,4600658,0.27,1332263.37,9/21/2028
Syring-Needl Disp Insul 0.3 Ml,4600658,0.27,1332263.37,9/22/2028
Hydrocortisone,4600964,1.46,7109964.52,4/3/2028
Hydrocortisone,4600964,1.46,7109964.52,4/4/2028
Olmesartan/Hydrochlorothiazide,4602392,0.95,4617992.38,9/25/2028
Albuterol Sulfate,4605252,0.18,895873.92,2/5/2028
Cetirizine HCl,4609242,0.05,267644.93,12/14/2028
Quetiapine Fumarate,4610641,0.39,1907108.99,8/24/2028
Darunavir/Cobicistat,4614703,61.12,298956386.5,6/16/2028
Darunavir/Cobicistat,4614703,61.12,298956386.5,6/17/2028
Ertapenem Sodium,4621811,11.55,56591619.61,7/13/2028
Ertapenem Sodium,4621811,11.55,56591619.61,7/14/2028
Amlodipine/Atorvastatin,4626345,4.16,20392626.56,4/23/2028
Levocarnitine (With Sugar),4633289,0.29,1430093.66,8/25/2028
Trimethoprim,4636442,0.35,1714701.36,2/5/2028
Terconazole,4637687,2.29,11280961.83,8/19/2028
Oxazepam,4640295,0.96,4720647.75,12/15/2028
Oxazepam,4640295,0.96,4720647.75,12/17/2028
Alcohol Antiseptic Pads,4640969,0.03,143280.06,1/23/2028
Amantadine HCl,4642643,1.09,5349397.07,8/16/2028
Felbamate,4676066,3.28,16237938.04,11/23/2028
Levocarnitine,4683996,0.81,4037513.15,8/26/2028
Levocarnitine,4683996,0.81,4037513.15,8/28/2028
CyproHEPtadine HCl,4687766,0.62,3058528.08,8/28/2028
Cilostazol,4687907,0.24,1203763.93,7/18/2028
Acetazolamide,4699925,1.99,9936383.43,9/25/2028
Hydrocortisone,4700697,1.31,6528414.64,3/26/2028
Hydrocortisone,4700697,1.31,6528414.64,3/27/2028
Diclofenac Sodium,4703320,3.53,17619598.08,4/24/2028
Ciprofloxacin In 5 % Dextrose,4707894,0.02,106483.92,5/8/2028
Clotrimazole,4725066,0.64,3216768.35,6/21/2028
Etravirine,4730736,20.5,102802534.7,7/24/2028
Etravirine,4730736,20.5,102802534.7,7/25/2028
Levetiracetam,4735573,0.73,3642327.75,10/22/2028
Colchicine,4736241,5.35,26856750.77,5/12/2028
Amiloride/Hydrochlorothiazide,4750010,0.45,2260076.52,6/27/2028
Azelastine HCl,4751432,2.53,12766661.14,12/29/2028
Fluoride (Sodium),4772070,0.11,574012.12,11/25/2028
Fluoride (Sodium),4772070,0.11,574012.12,11/26/2028
Cefepime HCl,4783623,2.59,13154114.6,5/5/2028
Alfuzosin HCl,4789122,0.42,2143507.54,11/26/2028
Estradiol,4794423,12.92,65656906.05,9/19/2028
Estradiol,4797843,12.92,65723379.34,9/21/2028
Lisinopril,4798225,0.16,811062.35,12/29/2028
Folic Acid,4802590,0.05,243201.12,8/31/2028
Lanthanum Carbonate,4812115,8.65,44126401.41,2/24/2028
Diclofenac Sodium,4837349,1.55,7965877.53,4/2/2028
Lithium Carbonate,4837844,0.29,1483978.19,11/19/2028
Butalb/Acetaminophen/Caffeine,4843617,1.41,7263118.38,4/12/2028
Minoxidil,4846052,0.25,1288220.61,3/20/2028
Mercaptopurine,4850037,2.12,10916636.77,9/19/2028
Diclofenac Sodium,4872592,0.82,4231001.8,4/4/2028
Isosorbide Dinit/Hydralazine,4873417,3.27,16874732.75,2/21/2028
Isosorbide Dinit/Hydralazine,4873417,3.27,16874732.75,2/23/2028
Dronabinol,4882697,4.74,24547533.17,2/27/2028
Clobetasol Propionate,4883332,2.36,12213526.79,10/5/2028
Butalbital/Aspirin/Caffeine,4883869,1.04,5394269.94,4/6/2028
Metformin HCl,4886627,49.28,255263918.2,7/15/2028
Zafirlukast,4888688,1.41,7320744.22,9/14/2028
Ursodiol,4889746,2.13,11038455.09,5/22/2028
Insulin NPh Hum/Reg Insulin Hm,4890912,2.8,14505740.85,5/3/2028
Indapamide,4906820,0.33,1691242.15,12/12/2028
Sotalol HCl,4911510,0.48,2495359.17,2/27/2028
Paliperidone,4914738,19.35,100810446.9,6/29/2028
