ItemName,StockLevel,Cost,ReimbursementPotential,ExpirationDate
Elviteg/Cob/Emtri/Tenof Alafen,8765751,99.45,924018248.82,2028-11-02
Acarbose,22122226,0.35,8240076.44,2028-11-11
Elviteg/Cob/Emtri/Tenof Alafen,8765751,99.45,924018248.82,2028-11-03
Gentamicin Sulfate/PF,35363,0.40,15073.79,2028-11-04
Gentamicin Sulfate/PF,35363,0.40,15073.79,2028-11-05
Pentosan Polysulfate Sodium,11014071,8.86,103415349.60,2028-06-30
Gentamicin Sulfate,142180,1.59,239468.25,2028-11-06
Gentamicin Sulfate,145368,1.51,232631.61,2028-11-07
Zafirlukast,89645,3.74,355203.76,2028-11-06
Zafirlukast,89645,3.74,355203.76,2028-11-05
Quinapril HCl,609380,4.63,2992815.07,2028-11-04
Quinapril HCl,609380,4.63,2992815.07,2028-11-03
Acarbose,897667,0.34,325279.87,2028-11-10
Acarbose,14225421,0.35,5289154.01,2028-11-09
Acarbose,6912154,0.35,2592133.57,2028-11-08
Acarbose,86983,0.37,33861.67,2028-11-07
Quinapril/Hydrochlorothiazide,80439,4.40,375344.39,2028-11-02
Glipizide,562332628,0.07,42013365.54,2028-09-29
Quinapril/Hydrochlorothiazide,80439,4.40,375344.39,2028-11-01
Glimepiride,8037,0.29,2428.75,2028-09-30
Glimepiride,286170451,0.19,57449891.22,2028-10-01
Glimepiride,13070324,0.21,2878485.99,2028-10-02
Glimepiride,10119588,0.19,2036669.83,2028-10-03
Glimepiride,93120415,0.14,14197824.52,2028-10-04
Glimepiride,9106824,0.10,987066.84,2028-10-05
Acebutolol HCl,6049825,0.34,2209111.34,2028-10-26
Glimepiride,43465001,0.10,4414646.13,2028-10-06
Acetaminophen/Caff/Dihydrocod,203714,2.49,538424.50,2028-10-25
Glimepiride,17520,0.17,3244.12,2028-10-07
Acetaminophen/Caff/Dihydrocod,203714,2.49,538424.50,2028-10-24
Acebutolol HCl,6052585,0.34,2210112.09,2028-10-29
Acebutolol HCl,2760,0.34,1001.81,2028-10-28
Lansoprazole,239364,0.85,215726.35,2028-02-25
Lanthanum Carbonate,4812115,8.65,44126401.41,2028-02-24
Lanthanum Carbonate,2083265,8.44,18628023.69,2028-02-22
Lanthanum Carbonate,2728850,8.84,25582565.36,2028-02-21
Insulin Glargine,Hum.Rec.Anlog,47185842,26.56,1328469951.66,2028-02-19
Insulin Glargine,Hum.Rec.Anlog,47185842,26.56,1328469951.66,2028-02-18
Insulin Glargine,Hum.Rec.Anlog,89301895,26.54,2512559414.42,2028-02-17
Alpha-1-Proteinase Inhibitor,74800876,0.54,43118329.41,2028-10-19
Glimepiride,3010918,0.17,557995.12,2028-10-09
Glimepiride,26841036,0.17,4702038.69,2028-10-10
Glimepiride,484930116,0.17,88089531.73,2028-10-11
Imatinib Mesylate,1214046,262.87,338286895.23,2028-10-12
Selegiline,204232,55.89,12098975.29,2028-06-06
Imatinib Mesylate,1214046,262.87,338286895.23,2028-10-13
Selegiline,204232,55.89,12098975.29,2028-06-07
Glatiramer Acetate,369133,143.32,56078873.13,2028-10-14
Elotuzumab,1527,2173.74,3518451.76,2028-06-08
Glatiramer Acetate,369133,143.32,56078873.13,2028-10-15
Elotuzumab,1527,2173.74,3518451.76,2028-06-09
Glatiramer Acetate,396691,326.08,137114983.61,2028-10-16
Acetaminophen With Codeine,5618034,0.22,1304557.67,2028-10-15
Glatiramer Acetate,396691,326.08,137114983.61,2028-10-17
Acetaminophen With Codeine,35395817,0.20,7447174.88,2028-10-14
Alpha-1-Proteinase Inhibitor,74800876,0.54,43118329.41,2028-10-18
Acetaminophen With Codeine,184505081,0.21,41005296.65,2028-10-19
Acetaminophen With Codeine,31965612,0.21,7281911.22,2028-10-18
Acetaminophen With Codeine,2085259,0.03,58722.32,2028-10-16
Gemfibrozil,266198,0.26,73700.87,2028-12-08
Lamotrigine,43835266,0.16,7260971.97,2028-04-16
Lamotrigine,159669,0.28,46746.67,2028-04-15
Gemfibrozil,3751022,0.11,436686.02,2028-12-10
Lamotrigine,11615985,0.18,2271100.47,2028-04-14
Gemfibrozil,15450150,0.17,2849237.67,2028-12-11
Lamotrigine,8313899,0.19,1708870.75,2028-04-13
Gemfibrozil,2107667,0.19,419217.16,2028-12-12
Gemfibrozil,7160657,0.19,1415478.84,2028-12-13
Lamotrigine,24981,0.21,5645.00,2028-04-11
Acetaminophen With Codeine,70159499,0.22,16149954.36,2028-10-12
Lamotrigine,24097865,0.16,4039690.34,2028-04-21
Acetaminophen With Codeine,4526,0.31,1502.85,2028-10-11
Gemfibrozil,2363900,0.18,452618.25,2028-12-04
Acetaminophen With Codeine,6544761,0.03,180309.67,2028-10-10
Gemfibrozil,228609,0.17,40844.71,2028-12-05
Lamotrigine,6042887,0.18,1149424.22,2028-04-19
Acetazolamide,14881544,1.68,26490732.14,2028-10-09
Gemfibrozil,68489117,0.21,14971030.92,2028-12-06
Lamotrigine,903023,0.36,347941.96,2028-04-18
Gemfibrozil,26850668,0.18,5077723.30,2028-12-07
Lamotrigine,105423,0.15,16463.15,2028-04-17
Acetaminophen With Codeine,32731571,0.21,7201709.72,2028-10-13
Acetazolamide,3470475,1.68,6179659.28,2028-10-08
Acetazolamide,3845924,1.76,7159931.97,2028-10-07
Acetazolamide,1150653,1.58,1932818.65,2028-10-05
Lamotrigine,55024357,0.17,9953592.37,2028-04-26
Lamotrigine,10213033,0.17,1889658.09,2028-04-25
Lamotrigine,36060776,0.19,7371685.89,2028-04-24
Lamotrigine,66685358,0.15,10895836.19,2028-04-22
Lamivudine/Zidovudine,86900,3.83,352840.32,2028-05-02
Gemfibrozil,150991,0.18,28178.89,2028-12-15
Gemfibrozil,126818980,0.19,25827065.10,2028-12-16
Lamivudine/Zidovudine,9574,4.37,44318.26,2028-04-30
Gemcitabine HCl,2110,39.96,89374.95,2028-12-17
Lamivudine/Zidovudine,1344667,3.93,5597789.81,2028-04-29
Lamivudine/Zidovudine,69280,3.93,288685.07,2028-04-28
Lamotrigine,263082528,0.17,46923911.15,2028-04-27
Lamotrigine,1895706,8.68,17450225.62,2028-03-27
Lamotrigine,745543,6.56,5181829.84,2028-03-26
Lamotrigine,319997,6.80,2305652.09,2028-03-25
Lamotrigine,425546,6.37,2874091.91,2028-03-24
Gentamicin In NaCl, Iso-Osm,566567,0.06,34415.79,2028-11-18
Gentamicin In NaCl, Iso-Osm,566567,0.06,34415.79,2028-11-19
Gentamicin Sulfate,22440,5.34,126954.45,2028-11-20
Gentamicin Sulfate,22440,5.34,126954.45,2028-11-21
Theophylline Anhydrous,562255,0.71,424205.24,2028-07-05
Gentamicin Sulfate,2453124,0.11,285699.74,2028-11-11
Lamotrigine,548037,7.53,4372694.46,2028-03-30
Rasburicase,93,3313.11,326606.37,2028-07-06
Gentamicin Sulfate,533365,1.90,1075425.93,2028-11-12
Lamotrigine,1846176,8.04,15741506.67,2028-03-29
Rasburicase,93,3313.11,326606.37,2028-07-07
Gentamicin Sulfate,3886418,2.33,9588818.26,2028-11-13
Gentamicin Sulfate,455546,1.99,961660.81,2028-11-14
Multivit-Min69/Iron/Folic Acid,21036,1.18,26294.68,2028-07-10
Gentamicin Sulfate,17182799,1.87,34116758.60,2028-11-17
Lamotrigine,19481,11.02,227554.93,2028-04-06
Lamotrigine,19481,11.02,227554.93,2028-04-05
Lamotrigine,6300945,7.85,52417677.84,2028-04-04
Lamotrigine,567354,5.62,3379431.23,2028-04-02
Lamotrigine,800449,5.60,4752174.39,2028-04-01
Lamotrigine,643223,9.31,6346678.05,2028-03-31
Somatropin,140050,283.48,42082836.23,2028-11-22
Lamotrigine,2900,12.38,38062.42,2028-04-10
Somatropin,140050,283.48,42082836.23,2028-11-23
Lamotrigine,2900,12.38,38062.42,2028-04-09
Cyclosporine, Modified,1426052,1.56,2351010.56,2028-11-24
Lamotrigine,6862,11.61,84420.41,2028-04-08
Cyclosporine, Modified,1426052,1.56,2351010.56,2028-11-25
Lamotrigine,6862,11.61,84420.41,2028-04-07
Lactulose,216248278,0.02,5005383.95,2028-11-26
Lactulose,216248278,0.02,5005383.95,2028-11-27
Lisinopril,138159,3.37,493908.76,2028-09-18
Dalfampridine,275465,29.70,8672668.26,2028-07-16
Dalfampridine,982251,19.78,20591598.84,2028-07-21
Dacarbazine,104,9.00,992.47,2028-07-22
Dacarbazine,104,9.00,992.47,2028-07-24
Misoprostol,12045,4.97,63392.88,2028-07-28
Liothyronine Sodium,1502390,2.04,3244500.03,2028-07-30
Misoprostol,12045,4.97,63392.88,2028-07-29
Cytomegalovirus Immune Globuln,8400,26.85,239070.39,2028-08-01
Liothyronine Sodium,1502390,2.04,3244500.03,2028-07-31
Cytomegalovirus Immune Globuln,8400,26.85,239070.39,2028-08-03
Cytarabine/PF,2704,0.65,1863.78,2028-08-04
Valsartan/Hydrochlorothiazide,3132277,0.50,1659197.38,2028-02-13
Valsartan/Hydrochlorothiazide,42556804,0.54,24577960.00,2028-02-14
CyproHEPtadine HCl,6302,0.49,3259.65,2028-08-26
Valsartan/Hydrochlorothiazide,2176107,0.58,1348780.43,2028-02-15
CyproHEPtadine HCl,340300,0.62,223467.73,2028-08-25
Valsartan/Hydrochlorothiazide,358770,0.44,165983.13,2028-02-16
CyproHEPtadine HCl,4687766,0.62,3058528.08,2028-08-28
Epoetin Alfa,50829,196.56,10590486.41,2029-01-04
CyproHEPtadine HCl,17179,0.41,7491.67,2028-08-30
Epoetin Alfa,50829,196.56,10590486.41,2029-01-05
CyproHEPtadine HCl,2466021,0.57,1496168.05,2028-08-29
Eplerenone,2790843,2.33,6897876.33,2029-01-06
Valsartan/Hydrochlorothiazide,36304829,0.46,17540854.01,2028-02-12
Eplerenone,7314211,2.28,17684869.74,2029-01-07
Valsartan,746295,0.54,428325.58,2028-02-21
CyproHEPtadine HCl,650633,0.10,69152.82,2028-08-31
Eplerenone,1295,2.15,2953.61,2029-01-08
CyproHEPtadine HCl,2303255,0.57,1384576.64,2028-09-03
CyproHEPtadine HCl,31623,0.52,17552.12,2028-09-02
Eplerenone,438623,2.12,985609.89,2029-01-10
Valsartan/Hydrochlorothiazide,27376260,0.41,11894587.95,2028-02-17
Valsartan/Hydrochlorothiazide,141388344,0.49,73219808.92,2028-02-18
Valsartan,46245,0.76,37033.68,2028-02-19
Valsartan,8684858,1.03,9467303.73,2028-02-20
Vancomycin HCl In 5 % Dextrose,7373837,0.16,1228616.42,2028-02-02
Vancomycin HCl In 5 % Dextrose,1960478,0.09,188390.78,2028-02-03
CyproHEPtadine HCl,1424821,0.59,887174.22,2028-09-06
Eplerenone,1577701,2.44,4073862.56,2028-01-13
Vancomycin HCl In 5 % Dextrose,1960478,0.09,188390.78,2028-02-04
CyproHEPtadine HCl,1606971,0.10,168840.09,2028-09-05
Vancomycin HCl,5205,80.42,443708.84,2028-02-05
CyproHEPtadine HCl,13534871,0.57,8243121.81,2028-09-08
Eplerenone,12122673,2.31,29633371.67,2028-01-16
Duloxetine HCl,3015752,7.92,25330347.44,2028-09-10
Lamivudine,204975,3.81,827934.33,2028-01-17
Duloxetine HCl,3015752,7.92,25330347.44,2028-09-09
Lamivudine,204975,3.81,827934.33,2028-01-18
Cyclosporine,1264725,5.46,7322754.08,2028-09-12
Lamivudine,152569,6.56,1061247.69,2028-01-19
Cyclosporine,8590,5.43,49482.20,2028-09-11
Lamivudine,152569,6.56,1061247.69,2028-01-20
Valsartan/Hydrochlorothiazide,29483295,0.52,16342906.03,2028-02-11
Carbamazepine,5048309,0.51,2715527.44,2028-01-21
Carbamazepine,5048309,0.51,2715527.44,2028-01-22
Vancomycin HCl,5205,80.42,443708.84,2028-02-06
Valacyclovir HCl,351747,15.31,5707779.98,2028-02-07
Valacyclovir HCl,351747,15.31,5707779.98,2028-02-08
Vancomycin HCl,8079538,0.53,4520349.92,2028-01-23
Cytarabine/PF,3265,1.13,3919.06,2028-08-05
Cytarabine/PF,5970,1.01,6398.14,2028-08-08
Cytarabine,1561,0.62,1018.52,2028-08-10
Cytarabine,1561,0.62,1018.52,2028-08-09
Cysteamine HCl,28905,105.24,3224354.23,2028-08-12
Vancomycin HCl In 5 % Dextrose,7373837,0.16,1228616.42,2028-02-01
Cysteamine HCl,28905,105.24,3224354.23,2028-08-11
Cysteamine Bitartrate,85620,0.71,64564.41,2028-08-14
Cysteamine Bitartrate,85620,0.71,64564.41,2028-08-13
Vancomycin HCl,50066469,4.51,239130274.78,2028-01-29
Vancomycin HCl,1642571,0.52,906416.20,2028-01-13
Vancomycin HCl,4149,1.37,6038.25,2028-01-14
Betaine,306000,8.54,2768859.28,2028-08-17
Anidulafungin,19948,18.91,399812.96,2028-12-23
Anidulafungin,19948,18.91,399812.96,2028-12-24
Carbamazepine,509184,3.96,2139574.08,2028-12-25
Betaine,306000,8.54,2768859.28,2028-08-18
Carbamazepine,509184,3.96,2139574.08,2028-12-26
Ramucirumab,11940,115.16,1457565.01,2028-08-21
Abacavir Sulfate/Lamivudine,181522,41.82,8046400.19,2028-12-27
Abacavir Sulfate/Lamivudine,181522,41.82,8046400.19,2028-12-28
Vancomycin HCl,16747790,0.75,13397226.86,2028-01-21
Ramucirumab,11940,115.16,1457565.01,2028-08-22
Vancomycin HCl,2952701,9.67,30256907.31,2028-01-22
Vancomycin HCl,164523,3.58,625099.02,2028-01-15
Vancomycin HCl,7649944,1.21,9783565.14,2028-01-17
Vancomycin HCl,907216,0.74,714727.54,2028-01-18
Olmesartan/Amlodipin/HCThiazid,2063520,4.15,9073736.48,2028-09-27
Olmesartan/Amlodipin/HCThiazid,3237102,3.26,11178388.90,2028-09-28
Olmesartan/Hydrochlorothiazide,4602392,0.95,4617992.38,2028-09-25
Olmesartan/Hydrochlorothiazide,33592373,1.16,41335119.37,2028-09-26
Olmesartan/Hydrochlorothiazide,11931617,1.30,16407022.20,2028-09-23
Olmesartan/Hydrochlorothiazide,3721487,1.26,4982520.84,2028-09-24
Olmesartan/Hydrochlorothiazide,6151990,1.08,7057467.22,2028-09-21
Olmesartan/Hydrochlorothiazide,7184886,1.05,7976116.42,2028-09-20
Olmesartan Medoxomil,10646844,1.01,11423157.50,2028-10-06
Olmesartan Medoxomil,3993916,0.98,4128267.17,2028-10-07
Olmesartan Medoxomil,264351,0.98,274406.29,2028-10-04
Olmesartan Medoxomil,15035463,1.04,16569230.94,2028-10-05
Olmesartan Medoxomil,9128694,1.09,10577204.09,2028-10-02
Olmesartan Medoxomil,13479148,1.11,15836777.87,2028-10-03
Olmesartan/Amlodipin/HCThiazid,1216400,3.97,5125210.18,2028-09-30
Olmesartan/Amlodipin/HCThiazid,7903768,3.69,30890893.43,2028-10-01
Olmesartan/Amlodipin/HCThiazid,1386746,3.78,5552084.65,2028-09-29
Baricitinib,29070,69.60,2144616.15,2028-09-05
Olopatadine HCl,378204,20.52,8227298.30,2028-09-06
Baricitinib,29070,69.60,2144616.15,2028-09-04
Omega-3 Acid Ethyl Esters,166871150,0.96,169871049.38,2028-08-30
Olopatadine HCl,5404789,23.71,135808487.90,2028-09-18
Olopatadine HCl,671586,33.64,23946844.89,2028-09-16
Olopatadine HCl,1578004,26.14,43718779.11,2028-09-14
Olopatadine HCl,376494,5.61,2237889.93,2028-09-15
Olopatadine HCl,237106,4.88,1226763.95,2028-09-12
Olopatadine HCl,21510,10.65,242839.07,2028-09-13
Olopatadine HCl,18337,10.69,207821.16,2028-09-10
Olopatadine HCl,2123546,19.38,43616456.30,2028-09-09
Olmesartan Medoxomil,69416010,1.07,78983652.04,2028-10-17
Olanzapine/Fluoxetine HCl,355235,10.02,3774383.50,2028-10-18
Olmesartan Medoxomil,4994897,1.30,6901650.74,2028-10-15
Olmesartan Medoxomil,1915586,1.01,2055129.82,2028-10-16
Olmesartan Medoxomil,4588695,1.16,5646646.63,2028-10-14
Olmesartan Medoxomil,5150966,0.96,5251952.70,2028-10-11
Olmesartan Medoxomil,217448,1.24,286471.06,2028-10-10
Olanzapine,40733989,0.71,30706547.13,2028-10-26
Olanzapine,16287880,0.53,9166312.13,2028-10-27
Olanzapine,1198854,0.56,713568.61,2028-10-24
Olanzapine,15655,31.05,515259.79,2028-10-22
Olanzapine,24223808,0.89,22905093.84,2028-10-23
Olanzapine/Fluoxetine HCl,501459,10.07,5350619.50,2028-10-20
Olanzapine,17521,0.69,12856.04,2028-10-21
Olanzapine/Fluoxetine HCl,146224,10.17,1575670.62,2028-10-19
Olanzapine,2718,32.76,94381.45,2028-11-01
Olanzapine,3051537,0.59,1922051.12,2028-11-02
Olanzapine,450290,0.86,409476.45,2028-10-30
Olanzapine,8219,31.86,277558.93,2028-10-31
Olanzapine,30406049,0.70,22492986.80,2028-10-29
Ramipril,15565683,0.20,3374813.44,2028-05-14
Ramipril,6674052,0.17,1176543.38,2028-05-13
Ramipril,22080763,0.18,4202784.35,2028-05-16
Ramipril,3021779,0.21,667833.34,2028-05-15
Latanoprost,10613391,4.07,45801455.00,2028-01-27
Latanoprost,372611,4.13,1631813.74,2028-01-26
Ramipril,67985944,0.18,12739304.35,2028-05-12
Lurasidone HCl,26440850,44.50,1247133155.96,2028-01-25
Furosemide,1178257,0.89,1117194.56,2028-02-04
Ramipril,13159,0.30,4151.37,2028-05-11
Alcaftadine,47486,73.86,3717945.48,2028-02-03
Ramipril,48031,0.20,10170.71,2028-05-10
Alcaftadine,47486,73.86,3717945.48,2028-02-02
Latanoprost,36593802,4.40,170606273.90,2028-02-01
Ramipril,5669551,0.21,1245597.25,2028-05-07
Latanoprost,13032825,4.72,65205880.86,2028-01-30
Ramipril,47887416,0.21,10677800.16,2028-05-06
Latanoprost,1870394,3.37,6687742.13,2028-01-29
Latanoprost,10704580,4.45,50542974.79,2028-01-28
Ramipril,23985,0.16,4002.42,2028-05-08
Olanzapine,475227,4.08,2054004.79,2028-11-07
Olanzapine,153496,5.08,825965.39,2028-11-05
Olanzapine,936422,4.00,3968756.75,2028-11-06
Olanzapine,116396523,0.78,96547912.65,2028-11-03
Olanzapine,1874515,4.05,8046066.45,2028-11-04
Olanzapine,193083,4.12,843644.12,2028-11-12
Olanzapine,431861,3.59,1642751.59,2028-11-13
Olanzapine,204643,3.50,759023.69,2028-11-10
Olanzapine,1933808,4.43,9086017.50,2028-11-08
Olanzapine,188452,3.73,744304.72,2028-11-09
Ranolazine,95008014,6.89,693697110.04,2028-05-03
Ramipril,150626,0.18,29438.20,2028-05-05
Ranolazine,95008014,6.89,693697110.04,2028-05-04
Levonorgestrel/Ethin.Estradiol,160890,0.50,84885.00,2028-02-06
Furosemide,1178257,0.89,1117194.56,2028-02-05
Norethindrone Ac-Eth Estradiol,80242,0.76,64829.38,2028-02-13
Norethindrone Ac-Eth Estradiol,80242,0.76,64829.38,2028-02-12
Norethindrone-E.Estradiol-Iron,17920,1.55,29369.02,2028-02-11
Norethindrone-E.Estradiol-Iron,17920,1.55,29369.02,2028-02-10
Norethindrone-E.Estradiol-Iron,284565,0.57,171811.52,2028-02-09
Norethindrone-E.Estradiol-Iron,284565,0.57,171811.52,2028-02-08
Levonorgestrel/Ethin.Estradiol,160890,0.50,84885.00,2028-02-07
Ofloxacin,4110433,2.75,11994414.25,2028-11-17
Olanzapine,6391509,4.13,27973128.12,2028-11-14
Glucagon,126880,290.51,39071884.57,2028-08-31
Glucagon,126880,290.51,39071884.57,2028-09-01
Leflunomide,4161306,4.92,21701233.30,2029-01-06
Glucagon,76,183.28,14765.07,2028-09-02
Leflunomide,5843439,4.12,25545512.47,2029-01-05
Glucagon,66515,286.81,20222064.83,2028-09-03
Alemtuzumab,256,18725.96,5081475.54,2029-01-04
Glucagon,66591,286.69,20236218.15,2028-09-04
Alemtuzumab,256,18725.96,5081475.54,2029-01-03
Glipizide,493908,2.34,1224638.49,2028-08-26
Leflunomide,6429308,3.40,23146730.40,2028-01-13
Glipizide,493908,2.34,1224638.49,2028-08-27
Silodosin,5425321,8.19,47123335.92,2028-04-18
Leflunomide,6736664,4.38,31286166.93,2029-01-08
Sirolimus,123953,27.64,3631530.72,2028-04-15
Rasagiline Mesylate,10269896,13.11,142687774.68,2028-04-14
Silodosin,5425321,8.19,47123335.92,2028-04-17
Sirolimus,123953,27.64,3631530.72,2028-04-16
Rasagiline Mesylate,4227780,12.71,56962091.10,2028-04-13
Rasagiline Mesylate,235509,12.38,3090451.01,2028-04-12
Norethindrone-Ethin. Estradiol,10750,0.95,10777.56,2028-01-17
Norethindrone-Ethin. Estradiol,10750,0.95,10777.56,2028-01-16
Leflunomide,23170718,4.14,101627078.71,2028-01-15
Lurasidone HCl,26440850,44.50,1247133155.96,2028-01-24
Rasagiline Mesylate,1175495,14.22,17715799.69,2028-04-08
Glipizide/Metformin HCl,10623616,0.55,6164113.22,2028-09-07
Noreth-Ethinyl Estradiol/Iron,10780,2.46,28122.75,2028-01-23
Rasagiline Mesylate,3473793,13.20,48618823.56,2028-04-07
Glipizide/Metformin HCl,26653041,0.48,13458154.98,2028-09-08
Noreth-Ethinyl Estradiol/Iron,10780,2.46,28122.75,2028-01-22
Glycerol Phenylbutyrate,214475,187.03,42519273.47,2028-04-04
Glycerol Phenylbutyrate,214475,187.03,42519273.47,2028-04-03
Methotrexate/PF,30391,346.60,11165635.92,2028-04-06
Methotrexate/PF,30391,346.60,11165635.92,2028-04-05
Rasagiline Mesylate,1157319,13.07,16027756.09,2028-04-11
Octreotide Acetate,22644,8.43,202296.01,2028-12-15
Octreotide Acetate,680300,13.58,9791094.47,2028-12-16
Octreotide Acetate,115449,9.71,1188002.57,2028-12-13
Octreotide Acetate,170352,14.33,2588089.05,2028-12-14
Octreotide Acetate,72149,10.03,767333.68,2028-12-11
Octreotide Acetate,250727,5.83,1548422.94,2028-12-12
Octreotide Acetate,547,15.07,8739.36,2028-12-09
Octreotide Acetate,48431,37.54,1927152.95,2028-12-08
Calcifediol,639870,32.72,22190998.15,2028-04-02
Galantamine HBr,7950,10.40,87645.60,2028-03-28
Interferon Beta-1a/Albumin,210383,1233.71,275125705.98,2028-03-27
Prednisone,303641,83.02,26721267.31,2028-03-30
Galantamine HBr,7950,10.40,87645.60,2028-03-29
Interferon Beta-1a/Albumin,128729,1236.47,168719969.68,2028-03-24
Interferon Beta-1a/Albumin,210383,1233.71,275125705.98,2028-03-26
Interferon Beta-1a/Albumin,128729,1236.47,168719969.68,2028-03-25
Calcifediol,639870,32.72,22190998.15,2028-04-01
Prednisone,303641,83.02,26721267.31,2028-03-31
Immun Globg(IgG)/Malt/IgA Ov50,7746360,11.63,95474312.66,2028-12-17
Nystatin,29204174,0.71,21938400.62,2028-12-27
Obeticholic Acid,242022,216.67,55584127.72,2028-12-24
Ethinyl Estradiol/Drospirenone,127549,1.24,167645.13,2028-12-22
Obeticholic Acid,242022,216.67,55584127.72,2028-12-23
Ocrelizumab,33970,1488.18,53586577.57,2028-12-20
Ethinyl Estradiol/Drospirenone,127549,1.24,167645.13,2028-12-21
Immun Globg(IgG)/Malt/IgA Ov50,7746360,11.63,95474312.66,2028-12-18
Ocrelizumab,33970,1488.18,53586577.57,2028-12-19
Desogestrel-Ethinyl Estradiol,77987,0.64,52540.33,2028-03-17
Desogestrel-Ethinyl Estradiol,77987,0.64,52540.33,2028-03-16
Zoledronic Acid/Mannitol-Water,11300,9.14,109496.16,2028-03-19
Zoledronic Acid/Mannitol-Water,11300,9.14,109496.16,2028-03-18
Hepatitis B Virus Vaccine/PF,373,120.35,47583.49,2028-03-15
Hepatitis B Virus Vaccine/PF,373,120.35,47583.49,2028-03-14
Ofloxacin,1537,10.70,17431.06,2028-11-23
Ofloxacin,726251,7.71,5936368.42,2028-11-21
Ofloxacin,156614,14.69,2439059.10,2028-11-22
Ofloxacin,660204,12.33,8628063.51,2028-11-20
Ofloxacin,405,1.43,615.64,2028-11-18
Insulin Glargine,Hum.Rec.Anlog,89301895,26.54,2512559414.42,2028-02-16
Metoclopramide HCl,42611,2.87,129495.12,2028-03-06
Pyridostigmine Bromide,1312,15.17,21099.12,2028-03-05
Metoclopramide HCl,42611,2.87,129495.12,2028-03-07
Pyridostigmine Bromide,1312,15.17,21099.12,2028-03-04
Becaplermin,185775,72.31,14239983.76,2028-03-03
Ofloxacin,7182831,4.29,32682791.45,2028-11-27
Nitroglycerin,101910,20.70,2236207.66,2028-03-10
Ofloxacin,11402,10.43,126015.65,2028-11-25
Ofloxacin,1515983,3.50,5619068.52,2028-11-26
Nitroglycerin,101910,20.70,2236207.66,2028-03-11
Emtricitab/Rilpiviri/Tenof Ala,3515757,90.25,336348812.82,2028-12-02
Emtricitab/Rilpiviri/Tenof Ala,3515757,90.25,336348812.82,2028-12-03
Sonidegib Phosphate,32166,361.38,12321446.72,2028-11-30
Sonidegib Phosphate,32166,361.38,12321446.72,2028-12-01
Nintedanib Esylate,3939491,157.00,655626975.22,2028-11-28
Nintedanib Esylate,3939491,157.00,655626975.22,2028-11-29
Ofloxacin,915,16.70,16192.93,2028-12-06
Ofloxacin,915,16.70,16192.93,2028-12-07
Cyclopentolate HCl,2157,9.01,20597.35,2028-10-14
Sacubitril/Valsartan,61498034,7.75,505169041.09,2028-02-22
Entecavir,664746,17.65,12434430.31,2028-02-23
Cyclophosphamide,41773,10.40,460565.46,2028-10-07
Enalapril Maleate,116698,3.36,416203.15,2028-02-13
Granisetron HCl,4600,15.97,77865.01,2028-06-21
Cyclophosphamide,185019,13.20,2588261.56,2028-10-06
Enalapril Maleate,116698,3.36,416203.15,2028-02-14
Cyclopentolate HCl,84237,2.65,236320.50,2028-10-09
Tacrolimus,98256,8.09,842278.95,2028-02-15
Granisetron HCl,23808,5.91,149069.38,2028-06-23
Valacyclovir HCl,76976838,1.06,86620888.77,2028-05-02
Cyclophosphamide,310585,88.43,29111806.17,2028-10-08
Tacrolimus,98256,8.09,842278.95,2028-02-16
Granisetron HCl,368,3.87,1507.69,2028-06-24
Estradiol,526691,21.06,11759511.51,2028-05-03
Cyclopentolate HCl,37259,2.13,84049.62,2028-10-11
Lactulose,57869520,0.02,1324533.84,2028-02-17
Granisetron HCl,7148,8.15,61778.29,2028-06-25
Cyclopentolate HCl,9182,2.91,28368.36,2028-10-10
Lactulose,57869520,0.02,1324533.84,2028-02-18
Granisetron HCl,1336,14.99,21231.40,2028-06-26
Cyclopentolate HCl,2157,9.01,20597.35,2028-10-13
Vedolizumab,15698,1521.28,25313952.24,2028-02-19
Granisetron HCl,37260,11.84,467596.72,2028-06-27
Cyclopentolate HCl,130678,2.57,355961.71,2028-10-12
Vedolizumab,15698,1521.28,25313952.24,2028-02-20
Granisetron HCl/PF,610,18.87,12203.81,2028-06-28
Sacubitril/Valsartan,61498034,7.75,505169041.09,2028-02-21
Granisetron HCl/PF,420,8.25,3670.70,2028-06-29
Meropenem/Vaborbactam,3952,7.55,31629.17,2028-05-08
Granisetron HCl/PF,1030,14.46,15782.10,2028-06-30
Sub-Q Insulin Device, 40 Unit,723229,11.63,8919532.09,2028-05-09
Sub-Q Insulin Device, 40 Unit,723229,11.63,8919532.09,2028-05-10
Sub-Q Insulin Device, 30 Unit,456600,11.62,5623034.07,2028-05-11
Estradiol,526691,21.06,11759511.51,2028-05-04
Meropenem/Vaborbactam,3952,7.55,31629.17,2028-05-07
Valacyclovir HCl,473527,0.85,428888.58,2028-05-01
Levalbuterol HCl,7545,4.45,35610.31,2028-11-17
Levalbuterol HCl,14429,4.65,71133.47,2028-11-16
Levalbuterol HCl,3745930,0.83,3310045.96,2028-11-15
Levalbuterol HCl,1118665,0.84,1001021.30,2028-11-14
Levalbuterol HCl,846956,0.56,504195.37,2028-11-13
Levalbuterol HCl,1247256,1.02,1346068.46,2028-11-12
Entecavir,245324,14.81,3852429.96,2028-03-03
Levalbuterol HCl,289051,0.85,260199.83,2028-11-10
Glyburide,Micronized,10452,3.65,40484.94,2028-07-11
